"poll_id","candidate_name","pct","sample_size","state"
1,"Kamala Harris",37.1421283576638,1019,"WA"
2,"Kamala Harris",49.5073002623394,624,"OK"
3,"Kamala Harris",37.6875704526901,1090,"WY"
4,"Donald Trump",39.7734707035124,1390,"MT"
5,"Kamala Harris",39.8155246255919,1393,"OH"
6,"Donald Trump",30.2450924832374,803,"OK"
7,"Donald Trump",42.8294640127569,1046,"HI"
8,"Donald Trump",40.2514994330704,1001,"MO"
9,"Kamala Harris",36.4070423645899,627,"UT"
10,"Joe Biden",41.6286631533876,882,"IL"
11,"Donald Trump",42.346888165921,1296,"LA"
12,"Donald Trump",38.7654907535762,306,"TX"
13,"Joe Biden",33.4073796123266,555,"DE"
14,"Donald Trump",44.301609932445,1336,"KS"
15,"Kamala Harris",44.9557309737429,1151,"IA"
16,"Joe Biden",46.8782941624522,1012,"NM"
17,"Kamala Harris",40.6951809395105,544,"MA"
18,"Kamala Harris",36.0447052307427,1031,"NM"
19,"Joe Biden",39.1303636413068,372,"WY"
20,"Joe Biden",37.6868506893516,1035,"OR"
21,"Joe Biden",34.9809370934963,546,"CT"
22,"Joe Biden",43.0925348959863,719,"NM"
23,"Kamala Harris",49.1064740344882,1357,"NM"
24,"Donald Trump",35.8216591458768,1209,"WY"
25,"Kamala Harris",43.0037817312405,1141,"WY"
26,"Donald Trump",40.7271986175328,786,"TN"
27,"Joe Biden",41.9490373320878,827,"OR"
28,"Donald Trump",30.4979653889313,909,"KS"
29,"Kamala Harris",30.0968347908929,885,"HI"
30,"Donald Trump",32.6275650877506,542,"FL"
31,"Joe Biden",30.4963420750573,493,"FL"
32,"Kamala Harris",31.8425890384242,1472,"AL"
33,"Kamala Harris",39.5111644826829,435,"MO"
34,"Joe Biden",33.9331352245063,588,"WY"
35,"Kamala Harris",46.2934789713472,1213,"NE"
36,"Donald Trump",34.8811845621094,675,"NV"
37,"Joe Biden",39.7761527588591,827,"PA"
38,"Kamala Harris",42.9776495927945,1071,"ND"
39,"Joe Biden",33.1743294000626,466,"NV"
40,"Joe Biden",46.7395582189783,1421,"VT"
41,"Donald Trump",38.7319305958226,1257,"HI"
42,"Kamala Harris",34.6699105016887,1159,"CA"
43,"Kamala Harris",35.9771198406816,719,"MS"
44,"Joe Biden",33.1884267367423,510,"AZ"
45,"Kamala Harris",41.7113420832902,962,"CA"
46,"Joe Biden",32.9755595419556,755,"NH"
47,"Kamala Harris",33.5811911942437,446,"DE"
48,"Donald Trump",36.7844300996512,1213,"AZ"
49,"Joe Biden",33.6780387768522,1189,"VA"
50,"Donald Trump",38.1108304439113,1346,"IN"
51,"Joe Biden",42.2711923671886,668,"IA"
52,"Joe Biden",43.7134266877547,950,"IA"
53,"Kamala Harris",46.4705120027065,857,"WI"
54,"Joe Biden",37.4796422757208,388,"AZ"
55,"Donald Trump",49.0568200917915,1412,"LA"
56,"Joe Biden",30.3766431799158,641,"OR"
57,"Joe Biden",42.2474994463846,1092,"IL"
58,"Kamala Harris",39.2714752769098,756,"AK"
59,"Joe Biden",37.0945924101397,1445,"VA"
60,"Donald Trump",47.6484605763108,1425,"WY"
61,"Joe Biden",31.5160571690649,759,"PA"
62,"Kamala Harris",47.6658238330856,1082,"CO"
63,"Joe Biden",33.7644367152825,1316,"KS"
64,"Kamala Harris",34.3013349361718,442,"AL"
65,"Donald Trump",47.390645830892,847,"OH"
66,"Kamala Harris",31.2167611252517,324,"NY"
67,"Donald Trump",34.6979920146987,1236,"NH"
68,"Donald Trump",49.8603102564812,1328,"ME"
69,"Kamala Harris",43.5639545554295,1273,"ID"
70,"Donald Trump",38.7097360100597,685,"LA"
71,"Donald Trump",37.5461988383904,350,"AR"
72,"Kamala Harris",39.2236804869026,1398,"MA"
73,"Kamala Harris",46.0370374331251,716,"VA"
74,"Joe Biden",43.2593395048752,570,"WI"
75,"Donald Trump",39.3200732814148,1296,"TX"
76,"Donald Trump",31.0651887301356,1078,"NM"
77,"Joe Biden",34.7439583670348,580,"IN"
78,"Donald Trump",34.664794751443,1461,"DE"
79,"Joe Biden",34.6130720153451,945,"TN"
80,"Joe Biden",31.2345254793763,446,"VA"
81,"Donald Trump",39.9423721851781,563,"NM"
82,"Kamala Harris",34.8825017735362,1378,"TN"
83,"Kamala Harris",45.1637107785791,1159,"ME"
84,"Joe Biden",40.9460535505787,920,"WA"
85,"Donald Trump",48.9613379258662,1115,"KY"
86,"Joe Biden",31.7234438471496,685,"KY"
87,"Donald Trump",48.9576516998932,1065,"ND"
88,"Joe Biden",44.4479773612693,480,"SC"
89,"Kamala Harris",48.4400920942426,657,"OH"
90,"Kamala Harris",42.2768188733608,1150,"TN"
91,"Donald Trump",33.2193300267681,1354,"NE"
92,"Kamala Harris",33.6588138435036,1431,"WI"
93,"Joe Biden",44.6036712406203,502,"LA"
94,"Donald Trump",41.7905130097643,452,"AZ"
95,"Donald Trump",36.2496472522616,1139,"MS"
96,"Kamala Harris",45.4558879788965,811,"AK"
97,"Donald Trump",36.7259640432894,1292,"VT"
98,"Joe Biden",47.1135338209569,867,"AZ"
99,"Kamala Harris",41.6105698700994,595,"KS"
100,"Kamala Harris",38.3144530281425,1386,"NJ"
101,"Kamala Harris",48.6514557059854,371,"MA"
102,"Donald Trump",39.25397682935,763,"FL"
103,"Donald Trump",31.9869265984744,1109,"WV"
104,"Kamala Harris",39.3089872645214,963,"TN"
105,"Joe Biden",49.6816771524027,915,"MT"
106,"Joe Biden",48.5054573183879,339,"KY"
107,"Kamala Harris",38.7079752702266,1197,"VA"
108,"Donald Trump",47.3944143159315,1177,"SD"
109,"Donald Trump",36.0070834355429,1398,"OH"
110,"Donald Trump",45.9594526235014,941,"OK"
111,"Donald Trump",46.0102142393589,939,"AL"
112,"Donald Trump",37.7385139232501,1255,"WI"
113,"Donald Trump",37.6317939022556,446,"PA"
114,"Kamala Harris",42.9103122837842,1051,"GA"
115,"Donald Trump",47.2333490848541,596,"RI"
116,"Joe Biden",43.1326534179971,421,"MN"
117,"Donald Trump",40.3265214711428,925,"MT"
118,"Donald Trump",32.9756316682324,582,"KS"
119,"Donald Trump",42.2553180577233,439,"WY"
120,"Kamala Harris",30.8393363794312,1274,"NJ"
121,"Donald Trump",39.9671798525378,909,"MA"
122,"Kamala Harris",44.7901644324884,1453,"OK"
123,"Donald Trump",45.0779955880716,954,"MO"
124,"Kamala Harris",31.261874823831,451,"MN"
125,"Joe Biden",38.8496386678889,1286,"ID"
126,"Kamala Harris",40.0134339835495,1101,"CT"
127,"Kamala Harris",35.4048620071262,1110,"MA"
128,"Kamala Harris",41.9760429812595,1491,"MO"
129,"Joe Biden",44.716752525419,870,"MS"
130,"Kamala Harris",44.2715562367812,329,"NE"
131,"Kamala Harris",32.3298587370664,1467,"WA"
132,"Donald Trump",41.5024123666808,363,"PA"
133,"Donald Trump",45.9626397443935,1021,"WY"
134,"Donald Trump",34.6364759327844,922,"NV"
135,"Kamala Harris",44.4971165107563,599,"LA"
136,"Kamala Harris",46.7604639567435,416,"IN"
137,"Kamala Harris",32.3767714155838,1268,"PA"
138,"Donald Trump",49.1790079325438,792,"MT"
139,"Joe Biden",44.9552916875109,731,"PA"
140,"Donald Trump",46.2177895754576,1264,"WV"
141,"Joe Biden",33.7983544683084,339,"TX"
142,"Kamala Harris",30.5193755496293,617,"WI"
143,"Kamala Harris",47.2756458446383,509,"SC"
144,"Donald Trump",48.3835973078385,1201,"NH"
145,"Joe Biden",32.7525597577915,403,"MN"
146,"Kamala Harris",39.5529724378139,790,"CT"
147,"Joe Biden",39.2592300055549,551,"AR"
148,"Kamala Harris",44.0035722218454,977,"ID"
149,"Donald Trump",31.3114980235696,988,"VT"
150,"Donald Trump",44.6607998665422,454,"LA"
151,"Joe Biden",37.9186318069696,371,"MT"
152,"Kamala Harris",39.2297568963841,1409,"KY"
153,"Donald Trump",44.5059872651473,1284,"NJ"
154,"Joe Biden",39.400052940473,1465,"NC"
155,"Kamala Harris",49.9904795503244,1047,"PA"
156,"Kamala Harris",46.9187158346176,558,"ND"
157,"Kamala Harris",46.5641460753977,1493,"TN"
158,"Joe Biden",45.2328868862242,1342,"WY"
159,"Donald Trump",32.2421298362315,458,"NC"
160,"Donald Trump",46.7795403860509,793,"WY"
161,"Joe Biden",46.2770104827359,420,"MS"
162,"Donald Trump",49.828243884258,920,"ND"
163,"Kamala Harris",30.9662904962897,1265,"MA"
164,"Kamala Harris",44.9357582489029,1314,"TN"
165,"Joe Biden",38.3862704318017,453,"HI"
166,"Donald Trump",41.6428779438138,968,"NJ"
167,"Joe Biden",46.6146812448278,594,"DE"
168,"Donald Trump",30.2706125471741,996,"NH"
169,"Kamala Harris",30.2304352633655,672,"ND"
170,"Kamala Harris",49.9289141455665,1327,"IN"
171,"Joe Biden",45.3137933416292,821,"AR"
172,"Kamala Harris",36.2932522129267,1019,"MT"
173,"Donald Trump",46.2402348872274,334,"WY"
174,"Joe Biden",49.824384348467,414,"UT"
175,"Joe Biden",34.0151918586344,1182,"OK"
176,"Donald Trump",42.9207444051281,841,"KY"
177,"Kamala Harris",38.7510145781562,1088,"GA"
178,"Joe Biden",48.7605652306229,1448,"AL"
179,"Donald Trump",49.7600661078468,1050,"IN"
180,"Donald Trump",39.1263912199065,1369,"CA"
181,"Joe Biden",34.6122988639399,565,"IL"
182,"Donald Trump",43.9097853703424,1007,"IA"
183,"Joe Biden",41.1326468922198,1166,"NV"
184,"Joe Biden",41.6942017897964,946,"PA"
185,"Donald Trump",38.67262493819,822,"MD"
186,"Joe Biden",38.5235010553151,929,"SD"
187,"Kamala Harris",41.9370879093185,538,"MD"
188,"Joe Biden",39.0417116973549,1197,"CT"
189,"Joe Biden",49.1321731731296,1172,"NY"
190,"Donald Trump",46.8886070000008,1154,"UT"
191,"Joe Biden",34.4553720531985,595,"MA"
192,"Donald Trump",38.4034035401419,1329,"NY"
193,"Joe Biden",38.3996587106958,788,"WY"
194,"Joe Biden",30.4158169776201,475,"UT"
195,"Joe Biden",37.6089593907818,1004,"RI"
196,"Kamala Harris",38.4469685517251,941,"OK"
197,"Kamala Harris",33.8285212684423,664,"TX"
198,"Donald Trump",44.1065856348723,1258,"NJ"
199,"Joe Biden",30.270409504883,1042,"ND"
200,"Donald Trump",44.6240621153265,1185,"OH"
201,"Kamala Harris",38.6544819595292,1009,"OH"
202,"Donald Trump",44.6248018601909,360,"CA"
203,"Kamala Harris",30.2788310497999,1082,"OR"
204,"Donald Trump",30.9062661696225,1244,"WA"
205,"Kamala Harris",38.368287528865,996,"AR"
206,"Joe Biden",42.8768000425771,885,"ND"
207,"Joe Biden",34.3958757119253,1015,"LA"
208,"Joe Biden",46.6688530566171,1459,"PA"
209,"Joe Biden",43.8953462708741,435,"OH"
210,"Kamala Harris",47.9824897041544,916,"NH"
211,"Donald Trump",38.2848057057709,1455,"MN"
212,"Joe Biden",38.2200940651819,1439,"GA"
213,"Donald Trump",35.0002997880802,1082,"LA"
214,"Joe Biden",37.4753407808021,1030,"TN"
215,"Kamala Harris",34.6378546534106,973,"AK"
216,"Kamala Harris",48.6320632928982,1478,"ND"
217,"Joe Biden",39.5268951030448,754,"NC"
218,"Donald Trump",30.953300059773,774,"DE"
219,"Kamala Harris",45.4706211201847,824,"MI"
220,"Joe Biden",36.6223465884104,992,"LA"
221,"Kamala Harris",41.05752941221,480,"OK"
222,"Donald Trump",43.5266105784103,417,"CO"
223,"Joe Biden",35.5466874176636,695,"SD"
224,"Joe Biden",31.0571135673672,437,"IL"
225,"Joe Biden",38.5151716740802,730,"IN"
226,"Joe Biden",42.2023696405813,561,"MO"
227,"Joe Biden",49.5209207013249,1404,"IL"
228,"Kamala Harris",49.3960024043918,581,"RI"
229,"Donald Trump",31.7696911469102,656,"OK"
230,"Donald Trump",39.967600745149,1174,"FL"
231,"Donald Trump",37.9137873556465,650,"MI"
232,"Kamala Harris",37.8066385816783,1143,"SD"
233,"Joe Biden",36.3699898170307,1110,"ND"
234,"Donald Trump",43.6515010846779,579,"ID"
235,"Donald Trump",35.6922981515527,1011,"SD"
236,"Joe Biden",37.8018942847848,876,"FL"
237,"Donald Trump",49.8033712059259,617,"LA"
238,"Joe Biden",45.8401146298274,373,"NM"
239,"Joe Biden",36.2481030309573,455,"FL"
240,"Donald Trump",46.3423546077684,1375,"SC"
241,"Kamala Harris",34.4181954441592,450,"MO"
242,"Joe Biden",40.0214764056727,570,"TN"
243,"Kamala Harris",33.339445926249,466,"ND"
244,"Joe Biden",32.3931838897988,1032,"ND"
245,"Donald Trump",47.9521993547678,1122,"OR"
246,"Joe Biden",31.8742975732312,897,"TN"
247,"Donald Trump",47.3011711332947,1015,"AK"
248,"Donald Trump",35.5318292742595,871,"MD"
249,"Donald Trump",30.5456738546491,550,"PA"
250,"Kamala Harris",45.7476992672309,1269,"OK"
251,"Joe Biden",37.1732059959322,1270,"MD"
252,"Joe Biden",30.5020593153313,1300,"TN"
253,"Joe Biden",44.9218719592318,823,"MD"
254,"Joe Biden",30.5925115430728,1456,"SC"
255,"Kamala Harris",38.6772966198623,1385,"WY"
256,"Joe Biden",35.1325366599485,935,"KS"
257,"Donald Trump",39.9603044195101,907,"AK"
258,"Joe Biden",43.0671046115458,492,"UT"
259,"Donald Trump",31.6731377132237,1307,"KS"
260,"Donald Trump",33.6094492347911,1206,"MD"
261,"Joe Biden",32.0892500318587,1352,"VA"
262,"Joe Biden",46.2478596763685,774,"AL"
263,"Joe Biden",42.5500488327816,771,"KY"
264,"Joe Biden",42.6114497194067,304,"WY"
265,"Kamala Harris",37.8177970042452,1261,"FL"
266,"Joe Biden",38.6450714757666,724,"PA"
267,"Joe Biden",36.9726800452918,1114,"NY"
268,"Joe Biden",45.8711551735178,519,"SC"
269,"Donald Trump",47.7387222414836,1186,"SC"
270,"Donald Trump",43.02254173439,1327,"MO"
271,"Kamala Harris",41.8572652852163,491,"GA"
272,"Donald Trump",36.5564418770373,1190,"WY"
273,"Kamala Harris",31.5137873589993,1380,"MT"
274,"Joe Biden",41.8277448415756,878,"WV"
275,"Joe Biden",33.5667352704331,1024,"NY"
276,"Joe Biden",44.8270024824888,912,"ME"
277,"Joe Biden",35.8775241626427,516,"SC"
278,"Joe Biden",42.7837162138894,401,"HI"
279,"Kamala Harris",32.4964479450136,1415,"IA"
280,"Joe Biden",35.1053156750277,1486,"CT"
281,"Joe Biden",46.4114937465638,301,"NV"
282,"Kamala Harris",46.0756078595296,574,"AZ"
283,"Kamala Harris",30.9166926145554,588,"LA"
284,"Donald Trump",47.5106344372034,1410,"LA"
285,"Joe Biden",32.5601817993447,1198,"MO"
286,"Joe Biden",42.1766280708835,491,"LA"
287,"Joe Biden",39.3913374654949,1027,"NC"
288,"Donald Trump",41.1458217119798,1128,"NJ"
289,"Joe Biden",44.6078556915745,1126,"AR"
290,"Donald Trump",39.39717377536,523,"GA"
291,"Joe Biden",49.7722011804581,884,"ME"
292,"Joe Biden",49.6933676907793,1084,"PA"
293,"Kamala Harris",37.8656936204061,1273,"MA"
294,"Kamala Harris",42.1769427508116,796,"OK"
295,"Donald Trump",36.9096746016294,668,"DE"
296,"Donald Trump",38.742251242511,1162,"WV"
297,"Joe Biden",34.5826392667368,1248,"CT"
298,"Kamala Harris",30.1214449619874,1079,"NC"
299,"Joe Biden",30.4775377642363,639,"WV"
300,"Joe Biden",31.1751685664058,868,"ND"
301,"Donald Trump",45.2915129018947,478,"SC"
302,"Joe Biden",39.3808801099658,974,"IL"
303,"Donald Trump",47.0166376046836,432,"OH"
304,"Donald Trump",41.6343878116459,755,"WV"
305,"Donald Trump",33.7377652479336,407,"VT"
306,"Donald Trump",42.1812195703387,1360,"NY"
307,"Kamala Harris",47.8668346628547,965,"ID"
308,"Kamala Harris",45.8864233177155,1127,"OR"
309,"Kamala Harris",40.0818566791713,666,"AR"
310,"Kamala Harris",38.4605654748157,483,"MO"
311,"Joe Biden",43.0876257549971,769,"WV"
312,"Kamala Harris",47.7547702891752,842,"NE"
313,"Kamala Harris",47.8403294226155,1119,"ID"
314,"Kamala Harris",33.5678107570857,1076,"WV"
315,"Donald Trump",35.1500484952703,1084,"AL"
316,"Kamala Harris",32.2687700949609,660,"MO"
317,"Kamala Harris",45.9431791724637,656,"KY"
318,"Kamala Harris",32.1907697757706,1275,"KS"
319,"Joe Biden",46.581433895044,454,"PA"
320,"Joe Biden",45.4209259385243,1464,"OR"
321,"Kamala Harris",48.8737880904227,530,"AK"
322,"Donald Trump",39.3391518713906,522,"CT"
323,"Kamala Harris",48.7971129501238,648,"NM"
324,"Donald Trump",45.7036588480696,1287,"VA"
325,"Joe Biden",47.4921575002372,889,"IA"
326,"Donald Trump",37.8892530687153,1115,"KS"
327,"Donald Trump",31.9939832156524,1392,"NJ"
328,"Donald Trump",35.5392284085974,755,"RI"
329,"Joe Biden",44.4444410223514,882,"OK"
330,"Joe Biden",37.1261035883799,1294,"NY"
331,"Joe Biden",37.65423766803,1126,"AR"
332,"Kamala Harris",30.639373017475,1131,"GA"
333,"Kamala Harris",40.4289057385176,1124,"GA"
334,"Joe Biden",32.4215582059696,857,"AL"
335,"Joe Biden",47.7036835299805,888,"VA"
336,"Kamala Harris",31.4929259801283,1252,"NH"
337,"Joe Biden",45.6845589354634,928,"OK"
338,"Kamala Harris",47.0826460514218,1240,"SC"
339,"Donald Trump",30.7435634126887,1277,"HI"
340,"Joe Biden",35.5028701899573,1439,"CO"
341,"Joe Biden",42.8413989813998,1494,"WI"
342,"Kamala Harris",45.7015671906993,442,"ID"
343,"Donald Trump",38.0012542381883,576,"NH"
344,"Kamala Harris",48.7060465943068,477,"AL"
345,"Donald Trump",37.8103394154459,1148,"AZ"
346,"Joe Biden",38.4791861427948,792,"CO"
347,"Donald Trump",35.7284340215847,844,"NV"
348,"Kamala Harris",42.2349681705236,616,"AK"
349,"Donald Trump",41.1762547725812,753,"DE"
350,"Kamala Harris",30.7993427012116,1321,"NM"
351,"Kamala Harris",44.9056389369071,636,"ND"
352,"Joe Biden",34.1297484142706,583,"VA"
353,"Donald Trump",43.1299193017185,1425,"WI"
354,"Joe Biden",40.4482934251428,1455,"PA"
355,"Donald Trump",42.6687316969037,565,"OK"
356,"Donald Trump",42.3512626765296,1498,"CT"
357,"Donald Trump",35.6979109486565,770,"MT"
358,"Donald Trump",34.476144448854,813,"WY"
359,"Joe Biden",40.7803871063516,1031,"WY"
360,"Donald Trump",49.9274395452812,1202,"MD"
361,"Joe Biden",36.5783307375386,1149,"KS"
362,"Donald Trump",36.4667217666283,340,"MS"
363,"Joe Biden",30.7064703572541,300,"AL"
364,"Kamala Harris",40.5122370505705,566,"CO"
365,"Donald Trump",41.9361383002251,669,"DE"
366,"Joe Biden",44.8417331837118,825,"AZ"
367,"Kamala Harris",49.0567425917834,1331,"CO"
368,"Donald Trump",39.7924247570336,563,"KS"
369,"Kamala Harris",31.6657469095662,1010,"ND"
370,"Donald Trump",35.1985599799082,362,"IN"
371,"Kamala Harris",47.4969325121492,989,"CO"
372,"Kamala Harris",47.041182727553,628,"MN"
373,"Joe Biden",46.8580932915211,1489,"MA"
374,"Donald Trump",48.938073492609,616,"AL"
375,"Kamala Harris",43.0536326952279,1243,"MI"
376,"Joe Biden",39.7631113044918,848,"AR"
377,"Joe Biden",33.7551340134814,355,"NE"
378,"Kamala Harris",44.2606612155214,351,"TX"
379,"Donald Trump",31.7013994138688,372,"WA"
380,"Kamala Harris",39.2239881120622,1451,"NJ"
381,"Donald Trump",48.7181461323053,1454,"NJ"
382,"Donald Trump",46.9058733573183,333,"AK"
383,"Donald Trump",44.3237343383953,398,"MD"
384,"Joe Biden",32.4761269660667,1235,"MD"
385,"Donald Trump",41.8965492257848,741,"AL"
386,"Joe Biden",49.7970560286194,1454,"NY"
387,"Joe Biden",42.308169757016,395,"GA"
388,"Joe Biden",35.4615533398464,1073,"UT"
389,"Donald Trump",31.2741368636489,1427,"PA"
390,"Donald Trump",31.4460655115545,1018,"IN"
391,"Kamala Harris",47.4702242808416,1290,"AL"
392,"Kamala Harris",37.2564999340102,319,"WY"
393,"Joe Biden",48.9124429831281,1214,"RI"
394,"Donald Trump",41.1663787998259,1469,"HI"
395,"Donald Trump",40.2532230177894,1422,"RI"
396,"Kamala Harris",48.955433270894,950,"NH"
397,"Kamala Harris",32.1960319112986,880,"VA"
398,"Kamala Harris",46.3781510107219,503,"NE"
399,"Kamala Harris",37.546842135489,1095,"WY"
400,"Donald Trump",41.132820956409,610,"CA"
401,"Joe Biden",36.2774237338454,320,"MI"
402,"Joe Biden",31.6468576062471,395,"VA"
403,"Kamala Harris",45.5987508455291,426,"UT"
404,"Joe Biden",33.8646945683286,437,"SC"
405,"Donald Trump",43.1117093516514,1087,"NY"
406,"Donald Trump",38.7029410665855,1492,"CT"
407,"Kamala Harris",33.9429665310308,602,"MI"
408,"Donald Trump",49.8932084441185,630,"OK"
409,"Joe Biden",38.9348573284224,583,"NC"
410,"Kamala Harris",30.6285332841799,381,"ND"
411,"Joe Biden",48.7403311626986,493,"AL"
412,"Joe Biden",47.4196790857241,1344,"OR"
413,"Kamala Harris",42.0249256677926,1253,"HI"
414,"Donald Trump",35.9803091268986,994,"SC"
415,"Joe Biden",46.1869255034253,1470,"SD"
416,"Joe Biden",49.0428477013484,1210,"WV"
417,"Donald Trump",47.041079425253,519,"IL"
418,"Donald Trump",32.546194717288,387,"KY"
419,"Donald Trump",49.3776469957083,525,"VA"
420,"Donald Trump",41.1420201743022,1493,"HI"
421,"Joe Biden",30.1072889473289,608,"WI"
422,"Kamala Harris",32.715278393589,546,"GA"
423,"Kamala Harris",30.116942031309,1469,"WY"
424,"Donald Trump",46.3374812435359,1318,"IN"
425,"Kamala Harris",45.6432717572898,886,"ID"
426,"Kamala Harris",48.6213257163763,1160,"NY"
427,"Kamala Harris",37.3737976467237,1388,"FL"
428,"Donald Trump",49.4890974834561,1330,"AR"
429,"Kamala Harris",46.4748736377805,1369,"WI"
430,"Kamala Harris",45.7489772653207,462,"TX"
431,"Donald Trump",42.4565166933462,796,"NE"
432,"Donald Trump",49.3470985768363,1336,"OK"
433,"Kamala Harris",39.9983698129654,1164,"SD"
434,"Donald Trump",47.8739119926468,1180,"WY"
435,"Kamala Harris",38.0208649393171,350,"WI"
436,"Donald Trump",38.950832192786,367,"ID"
437,"Donald Trump",48.7155816424638,919,"FL"
438,"Joe Biden",43.6666439473629,1333,"KS"
439,"Donald Trump",30.3632626030594,1259,"NV"
440,"Kamala Harris",33.310534353368,1440,"NV"
441,"Joe Biden",39.9166899779812,1400,"IL"
442,"Joe Biden",38.5307045606896,870,"CT"
443,"Kamala Harris",49.8410624125972,424,"AZ"
444,"Donald Trump",47.7790024783462,962,"MN"
445,"Joe Biden",36.9151074253023,575,"ID"
446,"Joe Biden",44.1168825002387,1007,"MS"
447,"Kamala Harris",48.1744937412441,590,"MD"
448,"Kamala Harris",43.5258577438071,1406,"KS"
449,"Kamala Harris",42.7820054255426,466,"NC"
450,"Joe Biden",32.9920905409381,1445,"TX"
451,"Donald Trump",42.0225078007206,1419,"AL"
452,"Donald Trump",35.4550247173756,651,"OR"
453,"Kamala Harris",39.1570674208924,362,"KS"
454,"Kamala Harris",34.4450618652627,1360,"OH"
455,"Kamala Harris",35.0984303373843,358,"IA"
456,"Kamala Harris",43.0737545434386,475,"MO"
457,"Donald Trump",39.4398632226512,1098,"SC"
458,"Joe Biden",33.2192607130855,486,"KY"
459,"Kamala Harris",35.4416066920385,640,"MI"
460,"Donald Trump",44.2591218603775,1415,"OR"
461,"Joe Biden",42.2670730436221,730,"NJ"
462,"Kamala Harris",32.6424393244088,1061,"SD"
463,"Kamala Harris",31.4001450641081,1463,"TN"
464,"Kamala Harris",49.3253002595156,1159,"IL"
465,"Donald Trump",37.3654055595398,652,"OR"
466,"Joe Biden",43.5490816924721,1346,"AL"
467,"Donald Trump",46.9190346077085,421,"ID"
468,"Kamala Harris",34.8330077063292,770,"NM"
469,"Joe Biden",30.703019821085,514,"VT"
470,"Donald Trump",41.9048047345132,788,"NJ"
471,"Joe Biden",46.7238225601614,831,"ND"
472,"Donald Trump",37.2449842048809,821,"TN"
473,"Donald Trump",36.6437706677243,1006,"CA"
474,"Kamala Harris",42.8947266144678,582,"AZ"
475,"Donald Trump",49.1723027359694,1142,"CA"
476,"Donald Trump",41.9240725692362,658,"VT"
477,"Donald Trump",40.2056003594771,1300,"IL"
478,"Donald Trump",33.1052827183157,1306,"IA"
479,"Donald Trump",46.9170201104134,1159,"CO"
480,"Kamala Harris",34.2876085126773,1386,"AL"
481,"Joe Biden",43.3974648965523,1447,"GA"
482,"Joe Biden",42.3551290249452,780,"WY"
483,"Kamala Harris",30.9999955398962,322,"MO"
484,"Kamala Harris",48.9879755116999,656,"TX"
485,"Kamala Harris",41.6510406322777,1263,"MD"
486,"Kamala Harris",47.2190867410973,386,"LA"
487,"Donald Trump",40.3693449869752,827,"IA"
488,"Joe Biden",35.322549669072,1463,"MT"
489,"Joe Biden",41.9475532695651,1440,"RI"
490,"Kamala Harris",45.9115216834471,395,"AZ"
491,"Donald Trump",43.7857207516208,1121,"MS"
492,"Donald Trump",39.6126328920946,1202,"ME"
493,"Kamala Harris",39.3185877753422,1120,"OR"
494,"Joe Biden",42.3682467034087,1215,"WA"
495,"Kamala Harris",38.9854102861136,1455,"ME"
496,"Kamala Harris",42.054150654003,927,"CT"
497,"Joe Biden",30.0921794818714,1244,"NV"
498,"Joe Biden",49.8998902505264,1210,"KS"
499,"Kamala Harris",38.1292489683256,1028,"CA"
500,"Kamala Harris",32.3590327426791,312,"MS"
